temperature,pressure,vibration,current,voltage,operating_hours,failure
79.25,5.6,3.76,9.74,386.4,3127,0
59.42,5.14,4.67,10.96,377.23,2120,0
67.41,4.85,-1.2,13.03,388.08,2882,0
68.4,4.27,2.54,12.72,369.6,3640,0
61.89,5.01,4.96,13.04,346.34,2074,0
72.04,5.83,2.14,11.11,394.73,1618,0
59.3,5.01,5.64,12.48,394.64,2769,0
75.46,5.33,5.23,12.12,417.55,1358,0
48.85,5.83,2.3,11.38,346.89,3210,0
66.52,5.86,2.25,12.49,391.26,1342,0
88.27,4.74,1.48,14.11,350.47,2853,1
53.0,6.2,2.06,11.96,406.35,2775,0
56.87,6.29,1.15,11.97,387.32,3772,0
71.17,4.71,3.64,14.14,365.72,519,0
67.15,4.92,0.82,13.92,391.7,752,0
69.21,6.33,3.91,15.17,371.7,2971,0
70.87,5.4,3.94,8.49,384.51,3345,0
72.62,3.95,0.51,13.81,383.09,967,0
78.32,4.52,5.32,13.2,406.16,4308,1
69.92,5.33,3.77,10.23,407.22,3087,0
62.1,4.69,4.12,12.5,371.04,273,0
73.07,5.21,1.86,14.1,395.87,4832,1
87.8,5.52,3.93,10.34,385.32,1659,1
63.41,6.52,4.69,12.89,358.81,4227,1
53.31,5.3,2.85,13.74,369.56,4692,1
78.28,6.25,6.0,9.86,415.04,2342,1
63.56,6.5,3.07,11.72,385.37,4723,1
38.93,6.5,4.71,12.6,395.0,2588,1
75.17,5.7,3.44,10.41,376.82,1612,0
58.58,4.13,3.88,10.24,371.9,2871,0
63.91,5.82,0.49,11.73,380.41,1743,0
68.98,6.23,3.56,13.6,376.01,123,0
67.29,5.44,1.9,13.29,357.6,2437,0
73.51,6.72,1.73,10.28,364.95,3043,1
59.77,6.1,5.62,13.3,390.62,4499,1
71.16,5.9,2.68,10.33,374.29,4826,1
61.89,6.26,1.5,8.78,380.39,1816,0
73.87,5.73,2.46,11.27,383.52,4233,1
72.38,3.76,1.05,14.25,384.7,844,0
53.77,5.15,5.15,13.31,397.2,4277,1
78.03,6.34,1.96,12.0,363.52,149,0
58.57,4.93,3.79,11.17,388.55,3149,0
74.7,5.34,5.03,11.22,391.33,2842,0
69.41,4.77,2.25,12.22,394.79,3989,0
87.06,6.75,3.8,9.86,358.81,1722,1
62.32,6.68,1.45,11.3,383.82,3497,1
60.81,4.88,6.67,11.57,405.74,1887,1
64.77,5.6,4.4,9.3,378.51,3455,0
61.36,5.02,2.71,10.32,387.25,1113,0
74.6,5.93,1.84,12.82,391.71,253,0
45.6,5.86,2.83,12.02,364.62,3001,0
52.36,6.07,2.49,11.38,407.51,2414,0
52.19,5.73,5.93,10.18,387.49,3556,0
76.4,7.55,1.16,15.15,387.79,2402,1
85.53,4.78,3.2,10.32,355.07,4366,1
63.75,4.3,2.97,12.5,391.92,4113,1
62.97,5.22,2.82,11.02,387.6,716,0
65.84,4.4,2.84,12.07,404.36,3149,0
78.94,4.46,2.83,12.92,375.33,4743,1
53.87,4.8,4.31,9.26,365.19,2025,0
67.86,4.85,3.91,11.99,369.77,2557,0
76.7,4.83,3.63,14.38,372.43,1711,0
71.01,5.86,-1.55,15.52,363.22,4341,1
67.27,5.15,3.45,11.74,399.35,3209,0
77.01,5.37,0.52,12.08,399.92,2637,0
32.56,6.13,3.97,16.42,377.06,4457,1
73.13,4.96,5.21,14.27,374.11,1727,0
57.15,5.31,1.61,10.77,352.77,4540,1
43.03,5.76,2.61,10.76,390.44,2098,0
71.13,4.14,2.1,13.91,404.8,3026,0
81.48,3.83,4.85,9.98,370.44,1231,0
63.35,5.74,3.14,14.18,378.25,2092,0
76.43,5.84,5.59,12.67,386.51,613,0
84.35,6.94,3.62,13.04,405.87,812,1
80.78,5.61,3.36,11.49,383.0,3261,0
84.68,6.07,3.1,10.74,382.93,314,0
73.91,5.36,4.23,14.92,382.69,703,0
65.91,5.71,0.39,11.51,358.62,3869,0
45.78,6.67,3.13,11.18,358.3,4967,1
62.05,4.01,2.89,11.84,367.88,769,0
54.88,5.79,4.09,12.39,395.19,1180,0
91.05,6.99,2.72,9.94,374.97,4754,1
62.89,5.7,1.44,10.87,372.06,1525,0
66.48,6.66,3.01,10.76,371.79,2369,1
71.62,5.06,1.38,13.69,377.94,574,0
65.52,5.48,0.11,10.23,405.53,1231,0
85.34,5.52,4.09,8.49,377.73,962,1
57.53,3.95,3.87,8.07,368.21,911,0
67.34,4.68,3.7,9.06,380.38,4372,1
56.09,4.73,4.95,14.72,406.33,586,0
49.16,6.08,2.0,12.03,372.46,791,0
57.66,6.11,0.85,13.0,362.28,3208,0
64.56,5.73,2.89,13.07,372.49,2722,0
59.85,6.08,2.48,12.11,381.93,367,0
56.69,5.39,1.74,11.85,390.32,884,0
48.12,6.34,2.88,14.09,395.1,3973,0
64.0,5.51,2.08,12.29,364.31,3071,0
46.94,5.54,0.25,14.8,365.74,2501,0
74.12,5.31,2.34,13.24,375.15,3441,0
65.99,5.98,1.3,10.76,390.27,3171,0
47.51,5.21,3.35,11.01,361.1,2416,0
61.29,6.18,2.02,10.55,370.89,1301,0
55.97,4.71,4.67,14.44,371.11,376,0
68.83,4.73,5.41,11.19,394.13,406,0
81.09,5.98,4.02,10.4,387.92,730,0
42.5,5.44,0.67,12.64,393.56,2685,0
66.38,5.18,5.26,11.81,400.08,1237,0
63.08,6.12,5.36,12.59,375.42,2281,0
73.06,5.07,3.03,15.78,362.19,1813,0
67.56,5.36,4.98,13.83,362.29,1148,0
55.98,6.48,2.17,12.05,352.43,1683,0
61.17,6.58,0.2,9.18,373.12,3451,1
55.45,6.6,1.86,11.0,374.24,1934,1
77.91,5.3,5.59,13.42,391.81,1051,0
65.26,6.36,0.76,9.66,380.25,2132,0
87.81,4.84,3.0,16.28,372.65,1324,1
64.27,4.87,3.05,12.03,378.26,132,0
56.5,3.85,2.23,12.1,364.42,196,0
46.84,6.67,2.33,10.67,395.38,4458,1
43.36,4.9,3.11,12.99,368.21,3241,0
45.99,5.41,2.16,9.68,362.9,2877,0
68.21,4.86,0.87,16.33,392.27,3378,0
71.1,5.99,3.32,14.63,388.61,271,0
46.03,5.24,4.61,13.97,354.14,4953,1
75.74,4.59,4.3,9.22,392.83,1000,0
59.2,5.81,1.79,12.41,368.88,4466,1
66.76,4.5,1.12,14.42,374.39,841,0
84.35,4.91,2.57,13.19,382.81,2714,0
75.76,4.03,5.35,10.0,388.8,2022,0
61.78,4.5,3.97,10.7,386.68,2797,0
54.31,5.62,4.06,11.1,379.25,490,0
39.18,4.12,4.33,10.79,373.63,1058,0
56.37,4.46,3.63,15.06,386.18,4770,1
62.47,5.5,3.18,8.16,378.22,443,0
53.15,5.12,3.99,13.31,407.08,3581,0
63.42,6.89,2.18,9.42,388.8,1669,1
65.92,6.78,0.88,10.08,366.15,555,1
62.3,4.89,4.08,7.98,372.84,543,0
57.2,5.89,4.86,10.9,380.72,4392,1
67.02,6.02,1.32,15.02,399.49,3015,0
70.3,5.08,4.23,12.53,401.17,2510,0
51.92,4.45,5.52,9.6,374.06,3581,0
81.93,5.49,3.0,14.03,366.0,1517,0
63.82,5.38,1.77,14.46,364.08,770,0
65.23,5.19,3.18,12.21,383.79,2384,0
73.5,5.81,2.17,16.07,414.56,4656,1
67.8,4.97,2.07,13.64,388.09,199,0
76.44,4.69,3.65,13.37,356.09,2887,0
68.45,5.58,0.59,10.39,369.11,507,0
57.65,5.77,0.83,13.25,370.64,1077,0
69.34,4.68,3.03,12.43,367.67,2898,0
51.28,6.15,2.97,13.04,374.18,242,0
66.3,4.26,3.52,10.63,385.54,3176,0
64.6,5.1,5.81,12.26,390.23,819,0
62.5,5.32,3.16,10.37,396.38,1559,0
63.46,5.05,3.9,7.71,387.86,517,0
42.42,5.1,1.54,14.0,350.69,1204,0
58.42,6.81,4.15,9.0,364.14,644,1
66.11,4.9,2.21,12.21,377.63,3388,0
66.92,7.21,3.11,12.67,382.21,872,1
52.67,5.81,2.84,12.65,392.92,1793,0
80.19,5.56,4.55,11.43,380.65,1168,0
54.61,5.83,1.04,12.54,380.76,3803,0
76.63,7.27,-0.42,12.94,383.57,4323,1
70.13,4.8,2.68,13.47,376.17,1673,0
57.25,4.72,3.7,15.47,381.3,3893,0
86.3,4.97,3.23,12.47,396.89,2753,1
50.68,5.52,4.85,12.13,378.74,640,0
76.03,4.29,3.66,10.19,379.55,2311,0
77.01,5.52,2.15,12.87,379.5,2796,0
56.95,6.69,-0.49,13.33,399.47,1658,1
81.71,5.61,2.64,11.62,363.38,230,0
62.0,5.3,4.54,13.09,406.64,2843,0
68.46,5.07,2.41,11.41,362.35,4699,1
68.12,6.13,3.04,13.34,370.19,3920,0
63.39,4.92,3.63,13.83,391.17,2331,0
74.73,6.79,1.48,13.8,395.45,925,1
74.52,6.85,3.93,12.24,358.95,2818,1
44.02,5.68,5.46,9.92,363.61,1122,0
80.65,5.49,2.74,10.78,384.17,2701,0
45.05,6.22,1.31,13.19,415.17,4326,1
77.39,6.27,2.9,16.9,398.69,796,0
78.52,4.94,-0.34,11.32,376.28,1137,0
51.91,5.13,3.51,12.91,343.71,913,0
60.07,4.57,3.68,10.89,381.22,3937,0
51.73,5.79,5.51,10.05,385.43,758,0
62.42,5.97,2.71,10.65,374.26,2527,0
61.3,4.56,3.61,7.84,367.24,1183,0
74.36,5.18,1.71,14.71,382.39,3074,0
80.72,4.56,2.47,7.54,365.87,1283,0
81.75,4.87,0.71,11.47,408.09,2724,0
58.25,5.89,2.71,9.64,402.75,2832,0
62.49,4.99,2.54,10.23,389.87,2097,0
44.8,5.29,3.45,14.75,381.35,2111,0
55.33,4.36,2.06,12.4,370.1,1348,0
76.58,5.63,3.13,10.07,379.69,3836,0
84.39,5.47,2.5,10.82,404.59,2513,0
50.19,4.99,2.5,10.47,393.03,4443,1
57.89,5.37,3.12,11.91,383.06,111,0
64.68,5.63,3.06,12.35,393.86,2110,0
68.36,4.93,4.14,15.79,388.18,3707,0
55.28,4.47,2.82,8.17,385.94,836,0
70.09,6.76,2.48,11.93,394.71,609,1
59.31,5.06,2.73,11.37,387.76,1368,0
64.83,5.43,1.93,13.89,392.88,4366,1
71.56,6.21,2.46,12.71,382.42,4916,1
65.08,7.97,6.05,13.18,376.19,3142,1
59.76,4.63,1.63,12.69,371.78,1158,0
63.68,5.81,2.58,10.14,369.99,4400,1
63.94,5.0,2.42,14.42,355.92,989,0
60.56,5.12,2.63,13.6,366.32,3052,0
61.89,5.0,2.5,13.83,365.89,3437,0
84.18,4.71,3.42,14.53,372.39,3781,0
71.73,5.47,0.43,12.84,403.43,2844,0
61.45,4.47,4.56,14.96,377.64,4945,1
73.36,6.16,3.95,12.76,383.63,1608,0
60.99,5.54,1.14,11.56,384.1,3437,0
79.08,5.8,-0.4,11.99,403.81,3133,0
69.44,5.17,1.53,11.95,371.37,1867,0
63.71,5.24,2.64,10.96,376.66,1232,0
70.37,5.7,6.87,15.26,378.41,1301,1
46.15,4.69,3.81,12.59,397.05,348,0
51.48,5.25,0.29,12.19,400.16,1995,0
50.67,4.9,1.97,12.78,387.12,329,0
66.72,4.88,2.92,17.96,398.49,2775,0
85.79,4.02,3.38,9.74,382.66,1384,1
91.78,6.44,1.03,10.31,377.41,2975,1
72.66,5.02,2.8,9.24,397.68,420,0
71.01,6.31,1.92,11.53,387.31,127,0
43.39,6.25,1.34,12.49,368.97,2998,0
58.49,4.6,3.39,11.07,394.96,609,0
55.55,4.74,4.16,10.92,376.87,740,0
57.55,7.29,4.26,12.28,375.04,4736,1
62.98,6.73,3.86,11.0,393.4,3350,1
59.33,5.48,2.25,12.62,378.67,3847,0
41.25,5.68,4.07,14.23,385.83,2819,0
73.97,5.06,3.46,13.35,389.93,4003,1
52.13,5.8,3.2,13.76,368.26,1411,0
67.87,5.0,2.08,14.17,385.77,3436,0
89.89,4.08,2.25,12.57,400.24,1590,1
53.97,4.57,3.11,11.68,365.65,1518,0
34.64,5.51,6.66,10.46,386.75,1558,1
61.57,4.71,3.45,11.22,367.56,3559,0
78.21,5.45,2.08,10.95,395.32,2667,0
88.5,4.75,1.75,13.46,395.18,1437,1
50.25,4.95,2.26,12.69,374.69,3792,0
70.96,6.1,6.27,13.39,413.14,4709,1
59.42,5.67,2.4,9.68,396.6,3181,0
63.73,5.49,4.36,14.86,390.6,446,0
96.73,6.12,2.44,11.15,389.76,216,1
46.96,5.84,3.39,9.8,394.76,2558,0
68.04,6.51,4.19,11.12,365.07,1520,1
70.61,5.18,2.14,16.97,382.92,1954,0
78.03,5.2,2.04,11.22,385.75,3182,0
66.18,4.59,5.49,11.35,374.0,1731,0
68.7,5.2,4.48,11.62,386.97,2099,0
60.3,6.18,4.19,11.7,398.48,2245,0
68.23,6.41,4.18,10.44,373.67,4477,1
60.88,6.17,3.69,12.29,379.18,906,0
72.46,4.24,6.03,14.15,367.69,1791,1
60.56,6.26,3.07,12.63,353.2,2804,0
69.53,4.21,3.87,9.78,391.68,3535,0
64.65,6.13,0.82,11.31,379.61,310,0
78.51,5.24,1.76,10.9,380.71,1790,0
64.38,5.99,1.2,12.11,365.2,1877,0
43.72,4.57,4.91,14.66,377.22,3247,0
80.14,6.32,-0.83,11.7,396.45,2599,0
54.13,4.47,2.4,11.82,380.01,786,0
57.15,5.03,-1.49,15.56,380.44,2770,0
57.85,4.8,1.75,13.75,383.11,1029,0
81.49,4.27,2.26,13.15,361.45,4213,1
39.37,5.57,5.08,15.92,389.37,1414,0
102.65,6.76,3.59,12.98,361.17,2933,1
77.67,7.37,1.75,8.03,365.91,1873,1
67.68,5.57,4.6,13.67,364.26,2345,0
64.34,6.28,3.03,8.82,377.37,1285,0
68.43,5.66,3.06,12.9,374.71,2564,0
71.25,5.85,1.2,8.57,379.98,483,0
72.74,5.26,1.51,11.07,366.42,4023,1
71.67,5.64,1.76,11.27,395.08,1621,0
66.07,5.88,3.07,10.46,392.51,1079,0
62.63,5.1,3.12,11.3,377.39,4277,1
63.18,5.45,5.32,14.07,372.82,3710,0
62.66,5.46,3.58,10.57,371.31,3370,0
78.61,6.08,-1.06,13.09,375.35,2053,0
72.12,4.75,3.39,10.07,359.0,1584,0
29.72,5.46,0.82,11.62,365.61,983,0
72.87,6.84,1.55,12.65,392.9,2627,1
67.34,6.31,1.78,10.01,384.53,4923,1
64.78,6.44,2.0,9.38,404.51,223,0
60.34,5.52,0.94,12.98,375.51,625,0
78.49,5.72,3.31,14.25,374.58,2186,0
76.37,6.2,0.88,11.84,373.88,2255,0
55.73,6.59,3.54,11.09,375.21,1476,1
69.88,4.13,6.36,12.31,370.1,4506,1
53.34,4.58,1.01,12.11,384.06,3561,0
48.44,6.42,2.57,12.49,380.44,4235,1
57.48,5.31,-0.79,6.94,372.35,4976,1
75.35,5.03,2.55,9.86,398.77,680,0
76.44,4.62,3.96,10.31,408.45,2093,0
71.16,5.11,4.08,12.3,397.5,4625,1
73.7,4.52,3.12,12.37,388.37,4035,1
71.19,6.96,4.33,13.27,391.43,556,1
57.3,5.48,6.82,12.52,407.85,2900,1
70.18,5.46,5.57,9.4,391.4,1551,0
74.6,5.91,2.22,14.89,371.22,303,0
74.05,6.17,0.82,14.54,385.88,2926,0
79.27,6.16,2.39,9.48,389.39,4313,1
73.5,6.25,1.58,12.67,365.08,1952,0
69.22,5.06,3.68,10.81,375.73,3565,0
77.84,5.29,1.23,12.28,396.51,4145,1
64.68,6.04,2.89,14.11,352.65,2543,0
54.42,5.13,4.26,16.26,361.24,2152,0
63.04,5.5,2.85,13.5,377.35,4703,1
56.06,5.78,1.58,12.59,385.31,2292,0
56.9,6.05,4.76,11.32,359.64,2809,0
63.27,4.26,0.18,12.36,378.1,1282,0
55.49,6.0,2.51,14.72,397.31,2928,0
61.3,5.34,2.94,11.91,381.03,1058,0
42.28,6.0,3.02,10.23,394.09,4174,1
67.56,6.04,3.27,8.76,371.12,2158,0
65.01,6.63,3.92,13.03,367.85,168,1
55.19,6.45,2.95,12.49,392.73,1737,0
72.91,6.44,2.45,10.71,385.54,301,0
76.25,6.51,2.39,14.05,362.22,365,1
45.71,5.7,2.08,11.16,367.99,3225,0
55.85,5.52,4.18,11.73,403.47,338,0
55.77,6.11,2.03,11.97,366.13,390,0
53.72,6.01,4.27,11.3,394.01,3494,0
74.95,5.28,3.03,12.47,372.83,1908,0
62.67,5.78,2.22,14.3,379.95,2189,0
61.83,5.48,3.93,9.72,384.42,1054,0
40.95,4.9,1.91,12.98,348.49,4828,1
72.63,6.4,3.96,12.34,358.06,2030,0
50.13,5.54,3.32,12.31,381.29,4180,1
65.72,6.93,2.11,13.74,369.14,383,1
68.33,4.36,3.79,12.1,394.95,906,0
81.33,5.11,3.82,12.96,355.91,2006,0
49.29,5.52,4.74,13.43,388.48,2776,0
28.77,6.3,4.45,10.99,359.36,3671,0
67.21,5.78,3.74,12.6,374.72,4771,1
86.61,5.72,1.31,11.5,364.03,3859,1
79.87,4.71,6.67,11.73,408.54,4169,1
67.52,4.69,0.89,11.36,359.91,1718,0
59.1,5.73,4.42,12.94,378.17,908,0
74.69,4.55,3.65,12.16,354.1,3886,0
53.32,5.13,1.24,12.79,403.99,1041,0
70.72,5.85,2.81,11.96,386.02,139,0
71.07,4.81,2.88,8.79,382.05,1438,0
77.72,6.62,4.96,12.06,402.11,4752,1
98.12,6.36,1.93,12.13,382.21,1421,1
69.71,4.4,2.61,12.49,383.29,1754,0
58.89,4.85,-0.5,10.81,381.98,3168,0
64.69,3.9,5.6,9.61,388.45,4838,1
43.77,4.95,1.39,13.25,372.61,494,0
56.66,6.04,3.49,11.45,376.79,891,0
60.09,5.21,2.85,12.34,392.16,3733,0
58.71,5.82,2.85,11.44,384.16,2044,0
66.83,4.43,4.21,11.99,378.29,843,0
55.13,6.06,5.51,11.1,358.99,4472,1
78.45,5.11,3.38,10.06,402.47,293,0
65.0,5.51,3.98,12.95,370.08,4374,1
64.89,5.43,3.49,10.79,394.81,3997,0
61.07,4.61,4.53,12.33,382.64,317,0
66.86,4.69,2.31,12.82,360.6,3682,0
74.9,6.18,4.61,10.83,398.78,4752,1
54.59,5.78,4.67,9.59,383.82,3590,0
57.1,6.24,4.62,16.85,400.03,2915,0
61.36,5.73,2.01,10.94,377.26,4003,1
48.85,5.6,2.75,13.25,390.56,4023,1
55.17,4.29,3.36,15.88,353.56,1885,0
59.29,5.31,0.94,13.58,372.5,4272,1
75.49,5.48,5.39,11.4,360.91,4794,1
68.15,6.87,2.98,11.87,374.38,3933,1
67.32,5.98,3.43,10.33,387.08,1282,0
75.21,6.58,2.13,13.76,370.93,623,1
63.35,5.92,1.01,13.13,392.96,3396,0
69.69,5.0,2.09,10.97,367.15,4579,1
63.76,5.58,3.33,9.92,393.28,468,0
68.18,5.67,4.01,9.36,399.65,4483,1
58.01,4.84,3.24,13.97,395.2,498,0
35.73,5.23,3.52,12.24,374.84,2251,0
63.39,5.36,2.49,12.43,348.12,3980,0
82.07,6.62,3.74,10.35,388.73,226,1
76.11,4.04,5.22,9.07,378.12,2187,0
76.58,6.34,4.06,13.93,365.32,3243,0
79.83,4.84,4.21,12.08,371.66,1870,0
66.06,4.54,3.44,13.81,401.52,4153,1
67.37,6.33,0.75,11.23,362.94,346,0
57.59,6.01,1.43,11.53,387.02,3418,0
61.21,6.38,3.68,13.43,383.27,2181,0
72.39,6.06,2.98,13.46,374.64,2157,0
79.45,6.94,3.66,13.6,389.67,3089,1
63.33,5.89,5.51,11.41,404.48,3697,0
59.6,5.39,4.09,13.23,375.56,439,0
65.01,5.74,4.89,14.22,376.35,2828,0
72.21,6.37,3.14,11.79,389.33,1691,0
47.67,4.95,1.79,10.97,393.77,3261,0
37.45,5.04,2.91,14.69,378.08,1408,0
58.39,5.28,1.79,10.69,375.42,4729,1
50.35,4.03,5.34,13.26,346.74,3438,0
58.9,5.6,4.19,11.88,368.33,2798,0
63.23,4.18,3.78,8.32,362.91,3223,0
59.56,5.54,4.85,14.26,390.27,2397,0
82.43,6.11,-0.03,6.48,376.34,2153,0
68.92,5.17,3.88,8.03,375.75,1609,0
68.61,6.67,1.03,13.05,379.86,3907,1
72.47,4.48,2.99,13.05,366.95,112,0
51.33,6.33,2.53,10.72,403.3,4134,1
77.47,5.97,3.99,12.3,399.47,1680,0
64.09,4.3,3.34,6.94,404.27,3533,0
73.05,7.4,5.02,13.41,390.25,4733,1
52.14,5.46,2.1,12.5,379.56,2151,0
46.35,4.89,4.06,11.91,404.22,3976,0
74.81,4.52,3.24,12.04,369.79,4917,1
69.52,5.35,0.55,12.99,366.93,1923,0
54.18,5.41,1.62,11.94,370.98,3530,0
54.56,5.57,2.78,8.25,387.84,2840,0
78.51,5.29,4.67,16.39,368.57,1888,0
50.73,5.94,3.7,14.4,377.67,2052,0
84.71,5.23,1.25,9.43,355.97,2804,0
54.19,4.15,2.79,11.31,387.22,1051,0
72.66,5.4,6.03,11.53,357.24,4823,1
61.06,3.84,3.17,14.16,366.02,3520,0
72.24,5.75,2.51,7.68,398.26,3127,0
58.47,4.81,3.74,11.0,397.7,3201,0
63.05,5.61,4.15,8.48,385.61,4060,1
65.49,6.42,2.32,11.43,384.13,3688,0
52.97,4.84,3.75,11.05,372.04,3945,0
73.89,6.24,2.51,12.16,368.41,1247,0
58.84,5.2,4.08,10.79,374.57,3617,0
62.26,6.73,3.25,10.5,357.3,3158,1
53.07,5.24,3.72,13.24,383.79,1517,0
34.25,4.91,1.86,12.91,380.73,4009,1
62.71,5.98,1.77,13.1,366.0,4845,1
93.95,5.19,4.42,11.65,403.53,3789,1
74.42,4.91,2.88,10.86,389.1,2872,0
64.77,5.17,3.43,11.76,390.38,2928,0
61.85,5.47,2.54,13.0,372.69,2269,0
65.27,6.44,4.35,7.65,379.98,2349,0
71.57,4.15,2.09,12.79,389.41,3958,0
50.83,5.52,2.8,12.62,382.29,1725,0
78.37,5.94,4.18,12.12,404.03,2849,0
73.58,5.64,4.76,11.7,376.94,2705,0
73.62,6.42,2.21,6.87,372.43,1947,0
70.26,5.45,5.94,11.12,389.51,678,0
65.24,5.37,3.47,15.58,361.03,1236,0
73.07,5.91,1.44,12.03,393.86,3510,0
72.1,5.57,3.55,11.39,360.49,3233,0
60.75,5.23,2.43,12.03,389.58,2374,0
58.12,5.86,3.65,12.71,370.28,2321,0
66.22,5.04,2.94,13.32,387.15,1257,0
83.59,5.07,3.11,11.54,393.61,3958,0
50.13,5.13,1.63,12.85,382.3,1749,0
47.39,6.45,4.49,15.35,362.01,4764,1
66.98,3.25,1.27,14.01,366.55,4472,1
65.61,5.78,1.34,16.68,369.07,1686,0
67.08,5.52,3.55,10.69,351.57,2058,0
67.93,4.32,5.4,15.35,396.91,2423,0
62.32,5.72,2.47,10.42,381.65,333,0
82.88,5.83,4.05,12.71,362.97,1365,0
45.79,5.91,4.61,13.46,401.84,131,0
55.06,3.64,4.22,10.98,369.48,3538,0
63.76,6.46,2.53,12.18,383.76,1471,0
45.28,4.98,1.36,13.82,367.62,859,0
62.89,5.98,-0.31,10.58,349.73,3303,0
84.94,6.02,2.61,15.34,359.53,1894,0
65.25,4.89,4.77,9.23,373.27,4988,1
67.77,5.96,1.31,15.88,393.47,861,0
49.88,5.23,4.05,14.0,385.2,4460,1
57.6,4.05,1.57,11.82,382.1,4180,1
60.5,6.32,3.16,11.19,349.85,381,0
61.19,4.96,4.06,10.99,399.05,4171,1
80.38,4.9,2.01,11.73,383.36,4003,1
71.69,5.22,3.26,11.9,378.21,4725,1
51.66,5.69,2.38,14.51,396.99,4155,1
67.96,5.46,4.06,15.94,398.71,915,0
70.98,5.88,3.35,12.4,397.32,4659,1
78.68,4.56,3.08,10.31,376.29,1570,0
83.97,4.98,5.34,10.91,364.95,3387,0
52.82,5.42,3.99,11.63,394.83,4359,1
55.27,6.83,1.96,9.94,359.52,2685,1
49.91,5.42,2.87,9.64,409.21,610,0
62.19,6.26,2.89,16.19,380.42,654,0
70.6,5.53,3.12,12.61,364.09,3805,0
76.85,5.16,6.79,10.33,361.52,1406,1
64.09,5.33,3.56,13.63,360.84,3242,0
61.16,5.38,-0.05,9.64,382.11,358,0
66.82,5.92,2.19,9.81,379.9,1324,0
54.98,6.46,0.1,10.39,361.46,1765,0
90.07,5.75,2.51,15.31,374.65,1503,1
45.71,6.33,0.02,11.49,359.48,1965,0
67.22,4.82,1.69,7.12,388.84,865,0
89.28,5.21,0.72,14.42,379.18,164,1
65.08,4.99,3.58,11.39,374.32,3549,0
62.72,5.72,3.0,8.3,360.68,2805,0
60.71,5.25,3.45,11.37,375.5,295,0
62.84,6.01,2.84,13.04,373.78,1483,0
81.47,4.85,0.91,12.81,384.77,2535,0
38.46,5.53,3.77,15.6,382.51,4260,1
83.4,5.98,5.88,10.29,391.88,1550,0
47.91,4.05,3.61,12.09,372.73,322,0
61.8,6.99,2.36,10.6,352.09,541,1
59.85,5.3,0.86,8.92,394.87,1537,0
72.06,4.08,1.64,13.77,365.96,3287,0
45.82,5.61,3.68,12.93,363.4,2467,0
70.55,5.52,4.61,12.57,379.35,4965,1
89.29,5.44,3.39,12.85,384.53,982,1
48.64,6.19,4.2,10.63,372.04,550,0
67.28,6.02,4.06,9.99,371.92,842,0
57.06,5.71,3.76,12.08,374.13,1644,0
70.11,5.82,2.01,14.32,401.25,3450,0
65.23,5.43,3.26,15.22,379.96,2929,0
57.3,6.74,1.73,13.59,365.48,2713,1
70.85,4.46,3.03,12.06,365.63,2015,0
86.65,5.6,3.5,12.54,376.24,1348,1
62.71,5.55,5.52,12.02,383.57,627,0
73.64,6.07,1.04,9.95,387.26,4919,1
49.48,4.91,3.72,12.05,381.86,340,0
53.52,4.28,5.22,9.33,367.37,2242,0
70.67,5.61,4.14,11.75,373.64,464,0
82.81,5.7,4.25,15.27,391.01,1308,0
69.27,6.54,3.88,13.65,362.81,4220,1
61.24,4.61,4.95,10.15,373.01,2465,0
64.99,6.31,1.37,11.86,388.96,3061,0
50.0,7.16,0.92,10.33,393.13,4757,1
72.25,5.24,2.99,11.87,377.11,4876,1
75.59,4.6,-0.24,14.08,373.83,2247,0
59.57,5.22,4.85,13.31,360.17,2517,0
59.36,5.51,4.83,16.97,387.88,1716,0
68.19,5.89,2.35,14.38,399.78,1135,0
59.76,5.09,2.44,12.41,418.48,819,0
64.21,6.59,2.89,13.35,385.8,4782,1
90.2,4.72,3.08,11.6,379.24,1073,1
62.04,4.28,3.19,9.74,366.2,1946,0
60.7,6.27,3.84,14.61,351.82,1471,0
57.23,3.91,2.74,14.02,382.65,1566,0
73.93,5.36,4.41,11.52,415.26,790,0
62.83,7.68,3.67,12.55,399.06,187,1
57.21,5.49,2.09,14.48,396.75,2612,0
80.86,4.72,5.0,13.69,383.68,3948,0
82.04,5.46,0.96,9.07,385.39,593,0
57.79,5.46,2.86,12.49,343.64,1345,0
42.6,5.61,4.45,11.66,391.44,1241,0
77.09,5.96,1.92,14.23,371.31,4331,1
56.78,4.77,3.46,14.06,369.47,1077,0
74.49,6.68,3.82,14.64,375.15,2334,1
41.36,5.67,1.71,9.76,374.64,641,0
75.71,6.01,2.89,10.43,369.24,1502,0
50.47,5.06,2.77,14.23,380.21,910,0
73.77,6.4,2.17,10.82,371.63,4607,1
65.17,5.32,6.45,8.96,381.5,3592,1
53.55,5.69,1.86,13.07,357.69,4412,1
60.12,4.85,4.51,10.91,376.79,1233,0
73.24,4.8,2.41,15.58,363.56,4480,1
66.27,5.98,1.37,12.59,370.38,4965,1
72.01,5.19,3.15,12.32,382.15,668,0
88.72,4.9,3.97,11.26,355.94,3100,1
46.23,5.05,4.38,15.18,367.66,1421,0
84.41,5.99,5.34,12.72,388.53,2844,0
66.25,5.06,7.42,11.18,358.8,4725,1
54.21,5.42,3.38,10.41,406.67,3678,0
49.04,5.51,2.01,11.85,398.07,1867,0
